tx,ty,tz
-0.11083994976609711,0.06116764917402343,1.0662125946896184
-0.11336155445135486,0.06143872039225549,1.065765966898165
-0.1076138523055948,0.06499280179629145,1.0663839520079377
-0.10673321433144077,0.05812328553186522,1.066445561684515
-0.11858827950690241,0.06759090456572511,1.0640413250411334
-0.1188733068289277,0.06590005251529411,1.064917149358403
-0.113087231148439,0.07730472413222615,1.064408272705934
-0.11804395691839768,0.07006084368211657,1.064603680653038
-0.1011226644303465,0.0607037461415789,1.06845004706529
-0.11572847827817691,0.06811266631980223,1.066171699913727
-0.11020829947590587,0.07235138228466699,1.0671734123004566
-0.11547768230759393,0.0686493658093924,1.0663701220337112
-0.10818075615206196,0.06866625701932136,1.0681564879106267
-0.11550840976572158,0.0699057027140922,1.0670963609001651
-0.10939685520870422,0.07386035481295092,1.0672879489862477
-0.10776622062343763,0.08031388852869131,1.0674929276969158
-0.10751735584423235,0.06564335730990646,1.0692508812656796
-0.10211854383979906,0.06631408210639424,1.0699081171522553
-0.11914876690958444,0.05922701549746694,1.0687416301430752
-0.1134865703656635,0.06027736125965101,1.0698957759485153
-0.10991826058629484,0.07147301236323829,1.069604292600293
-0.10218417608388362,0.07230158098045851,1.0710314585287275
-0.10565729544587668,0.06854269077376701,1.071574775283946
-0.11781728087004517,0.062385012335877246,1.0708809638937864
-0.10784858037573809,0.0654828842506032,1.0716424692170485
-0.11574663849778999,0.0692596450176201,1.0716709365671653
-0.11524975946860422,0.06777355978846378,1.072320167649094
-0.11838315382119079,0.07121838080551875,1.0722632835294046
-0.12221209324600066,0.05623354664177203,1.0742871676496593
-0.11879444239699209,0.06842136713978969,1.0740365989933167
-0.13089280770207556,0.06934546095278102,1.0728493047507177
-0.11634988416812696,0.0765792516381602,1.074566821760466
-0.11973701991519614,0.06987906076490384,1.0749820209011443
-0.12227012389078964,0.06808079245361999,1.0750047593409717
-0.13167333628053846,0.06666301880714787,1.0743037147897057
-0.12850775482688956,0.06602007983350096,1.0772201298609483
-0.1265026907450474,0.05771821224205443,1.0790344988309264
-0.12996966322791173,0.06045599547426545,1.0794490693513907
-0.13048289914904826,0.050594140563776854,1.0820363235074668
-0.1335763003711317,0.05591068828919044,1.082839378590307
-0.12614361540160052,0.05380306620643632,1.0840994816422231
-0.1331322609091533,0.05175073399711483,1.083962034052886
-0.14436632580865716,0.058803924284543924,1.0822423761415882
-0.1427029036042126,0.05259684249221098,1.0846827951197022
-0.15310533872016452,0.05472991664475606,1.0843373763636555
-0.1404969640819159,0.054187194675748604,1.088606487695747
-0.13849243315287427,0.0616003981180498,1.0891670981683907
-0.14871489209525832,0.05248723787936864,1.0883573978728092
-0.15134576747822118,0.05673293475081074,1.0879902739148355
-0.13623005716807463,0.034851398444183716,1.0923208041061128
-0.15095968162697,0.04714314403719256,1.0889990173728765
-0.14911313257057446,0.04906020073174263,1.0890792440834018
-0.13898290524770923,0.034873506658261465,1.0930943611733188
-0.14252221667900042,0.03074167485081064,1.0931797298947914
-0.14576369686680965,0.033824245021416705,1.0907594909961305
-0.14863529366566824,0.03272562002961932,1.0898118417833014
-0.14991086498379466,0.02325263741318318,1.090563577767621
-0.15339964617114674,0.030568775354687074,1.0902057022436131
-0.15730347911298484,0.030057965432177085,1.0908206519315073
-0.16672686962410493,0.02257772868625852,1.0900041459746592
-0.15662667481929826,0.03327594601431203,1.0920614095792118
-0.1503519287840524,0.032420489031198485,1.0935939065200346
-0.16456558788491013,0.02724203783182607,1.0901307619322658
-0.15564139850289568,0.029827930858762636,1.0925945728000217
-0.1473749697644116,0.03248281859975821,1.0938394140313201
-0.1463281925442399,0.03263071212492907,1.0945852049590854
-0.13794251468568478,0.045944758191299576,1.0939493108970122
-0.14477814860509708,0.02659378775489593,1.0920442789931388
-0.149807952457049,0.03360412966053153,1.0903987947685159
-0.131128012184485,0.04287821973583197,1.0929416377846364
-0.157570485239065,0.05356242497769755,1.087093018587984
-0.16275860643997192,0.06564448138198795,1.0857128563895777
-0.16285781777746042,0.07545840495623694,1.0846262729876783
-0.1489216086009941,0.06738381172736668,1.0897872303482725
-0.16129213668629594,0.08953163933777285,1.084920431156475
-0.1861651693655918,0.15488542943177414,1.0638105106206428
-0.22089740363323246,0.09361345330819443,1.0613687645869
-0.15149897760083333,0.06958278668092248,1.0862648640323407
-0.1180235230025002,0.03980494861771527,1.0926329373463441
-0.1173300216990424,0.05841383783038079,1.0916001403506734
-0.09909891579572234,0.04689760086283462,1.0947516936844783
-0.11198116225477782,0.05844869833034912,1.0910956462651178
-0.11637755390690817,0.049262939883176225,1.090368844212689
-0.12187281962965915,0.051035792879217605,1.0884223285444725
-0.1179842691181991,0.05131287659288152,1.0890881464619118
-0.12651506894186873,0.05963651615935454,1.086421183148121
-0.11439412804058632,0.04834204746542982,1.0895436509911718
-0.10480834524705694,0.05765116854797826,1.0909248785724703
-0.11638428351362484,0.055909543742450225,1.0889953912849788
-0.11489098461244354,0.05015089321759871,1.090366835390348
-0.12231513587437869,0.04982748764663583,1.0890869484005117
-0.1201953845946623,0.05037819187780248,1.0898052218121133
-0.11612600847713361,0.05612100559695884,1.0906463599736984
-0.10964515239548617,0.043985647423715496,1.0930262154917505
-0.11782334321599174,0.04888787433673461,1.0914443373123568
-0.11927365775035684,0.05586701100073458,1.090512017886095
-0.10919493298919168,0.05118158036273373,1.092067650627093
-0.10699966510448006,0.047562604590833814,1.0930493894950646
-0.10717851666718915,0.049299836921093756,1.09224668094577
-0.10158093338832633,0.04801346650142875,1.092906485120772
-0.10843399602767988,0.04576658630685996,1.0909815404259324
-0.10879027781816311,0.048075480941767994,1.090136433494675
-0.10361334377512936,0.05036905720851577,1.0900064042316846
-0.10163510318258945,0.048169054640678555,1.0898852189259207
-0.10944663266792677,0.0660502877804265,1.0857523830483993
-0.10509014457436036,0.05392616791038678,1.0846814068962511
-0.08821170030145857,0.05429019348130599,1.0841657227099146
-0.09771810111566474,0.04499559318136069,1.0814168054443178
-0.09236897208724618,0.059993592377128716,1.0789666574873018
-0.09699589432274221,0.048794819639956175,1.0763090356111948
-0.09635618220616732,0.04807080226592828,1.0745281050897975
-0.10357551137510916,0.04490511693109025,1.0708353222149292
-0.0938820143172325,0.04926153191884591,1.0689535092274443
-0.08572605232935766,0.04458101885442331,1.0674641809415768
-0.09561199112892269,0.0476707738958301,1.0628237805533833
-0.08923462714775308,0.05754829726053402,1.0595313377743316
-0.08243882902520942,0.0541068262902356,1.0575486029023704
-0.07877763309554409,0.0438067186843722,1.0547769905873123
-0.08508722517736951,0.038349102278702724,1.0513336909739022
-0.07310750535814521,0.050217303948098826,1.0481570004013077
-0.07513772829004411,0.03989583019203191,1.0451993477784147
-0.075198632347821,0.04081506186633237,1.0414726487546346
-0.08522239111014306,0.038179100087004064,1.0370723712235397
-0.07575302565224393,0.05728888090992937,1.0342091737323775
